 start.alt start.MN start.W Perf.Fn Perf.Wfuel
 45000.0 0.9 65.06223003685419 1038.663367915657 0.2087861272181469
 45000.0 0.9 62.075100491672266 860.4594924652542 0.17065688528354953
 45000.0 0.9 58.26311759058127 656.6050898381511 0.1319627211130895
 45000.0 0.9 55.039926383431855 493.3486328333504 0.10333466709680375
 45000.0 0.9 52.1571450376936 343.74094497864644 0.07691665264230914
 45000.0 0.9 49.21785315315371 188.58020937974106 0.05017620380735395
 45000.0 0.85 62.33926596164354 1020.2691290167907 0.19999621350442773
 45000.0 0.85 59.44307337461543 842.4571547554592 0.1623167648935613
 45000.0 0.85 55.938971003940765 652.6243370467537 0.1274525274775286
 45000.0 0.85 52.83030316586945 489.6438683789886 0.09926369831221288
 45000.0 0.85 49.97590489338629 337.41060349883196 0.07321176195222837
 45000.0 0.85 46.932506203437526 182.89719286141508 0.04732948404479627
 45000.0 0.8 59.8496113556403 1004.7023408573853 0.19164179848530255
 45000.0 0.8 57.31240292876822 838.476888863654 0.15575871720554435
 45000.0 0.8 53.853127589076145 651.680962330151 0.1231832094012257
 45000.0 0.8 50.847435846840135 488.1520952094543 0.09566086626132758
 45000.0 0.8 47.990694021313544 336.6700497514357 0.06995633623200405
 45000.0 0.8 44.76339393426134 181.11424645222314 0.04512029580447755
 45000.0 0.75 57.5343375571725 985.822880664507 0.18181941120604622
 45000.0 0.75 55.10389309192387 822.2263202962502 0.1469962672664705
 45000.0 0.75 51.72720007750272 638.74950563689 0.1172901784370507
 45000.0 0.75 48.80481819581366 479.4861277864377 0.09042567421185406
 45000.0 0.75 45.82183494286764 323.78486588184523 0.06481204349577092
 45000.0 0.75 42.27559646280514 167.8492092097049 0.04156836789272727
 45000.0 0.7 55.35481412423962 965.1383737334984 0.17145183113106474
 45000.0 0.7 52.72315777372621 794.2282318048997 0.13870169559070222
 45000.0 0.7 49.51254409664411 618.0764735011735 0.11003646828351686
 45000.0 0.7 46.607824453088746 461.57216540850595 0.084085215143338
 45000.0 0.7 43.159197516279406 289.4681147146688 0.057245895504981756
 45000.0 0.7 39.44984601375153 144.4932155990756 0.037002824070362726
 40000.0 0.6 64.70379982872598 1139.2572983867256 0.18825940558144605
 40000.0 0.6 61.491791838385225 934.3248492568837 0.15041943890015386
 40000.0 0.6 57.29206309832386 711.998636492561 0.11637867561430464
 40000.0 0.6 53.02363039061816 508.3634658176122 0.08729479971413652
 40000.0 0.6 48.44640167514524 309.81951787130083 0.0595902726488402
 40000.0 0.6 43.399738106230394 138.22185615161743 0.03629042362177934
 40000.0 0.7 69.00026428858834 1135.4479576572896 0.19994311119980915
 40000.0 0.7 65.40248693407686 913.0679929303667 0.1592361916373747
 40000.0 0.7 61.38848282221101 689.4536053871732 0.12180791176039553
 40000.0 0.7 57.523934210789385 497.49057155699234 0.09265666098343389
 40000.0 0.7 53.1407057382066 300.75136379898936 0.06432744062590243
 40000.0 0.7 48.7688793288573 133.4771622633009 0.039192825594539946
 40000.0 0.75 72.455011009571 1194.3902469000914 0.21604783236262629
 40000.0 0.75 68.23241322822895 946.5613249641071 0.17101799050409805
 40000.0 0.75 64.23726340562854 714.4471511600177 0.12996950742029972
 40000.0 0.75 60.55066037712785 527.0619640029954 0.10073661604516136
 40000.0 0.75 56.77671747695261 344.0228674198961 0.07268832384572262
 40000.0 0.75 52.06287372412946 151.6459056396186 0.04395574788388737
 40000.0 0.8 75.81430847480777 1233.6469669464245 0.22879088340051962
 40000.0 0.8 71.19264730867798 974.7713558320195 0.18194227825674394
 40000.0 0.8 67.03101947405246 738.4988462569256 0.13914330653405238
 40000.0 0.8 63.1994635659142 537.4690803690146 0.10650029431360095
 40000.0 0.8 59.64476690842215 360.2145126667251 0.07834659694048707
 40000.0 0.8 55.99219934532645 189.89752623881782 0.05107985130915801
 40000.0 0.85 79.48816777512462 1282.7229974025274 0.24481830778901775
 40000.0 0.85 74.4969387239023 1008.9957413332802 0.1941970387481834
 40000.0 0.85 70.25861789065904 777.5496962596112 0.1514591332686523
 40000.0 0.85 66.1482548583349 559.6781446434436 0.11385776254457439
 40000.0 0.85 62.593210876730815 380.511275093211 0.08518711185955403
