g.NS.time   B1.FAR      S1.N        B1.Wfuel    FNo.Tt      
49.3899999  13.0003466  13.0003466  
49.3999999  13.0003447  13.0003447  
49.4099999  13.0003427  13.0003427  
49.4199999  13.0003406  13.0003406  
49.4299999  13.0003384  13.0003384  
49.4399999  13.0003361  13.0003361  
49.4499999  13.0003337  13.0003337  
49.4599999  13.0003311  13.0003311  
49.4699999  13.0003285  13.0003285  
49.4799999  13.0003258  13.0003258  
49.4899999  13.0003230  13.0003230  
49.4999999  13.0003201  13.0003201  
49.5099999  13.0003172  13.0003172  
49.5199999  13.0003141  13.0003141  
49.5299999  13.0003109  13.0003109  
49.5399999  13.0003077  13.0003077  
49.5499999  13.0003043  13.0003043  
49.5599999  13.0003009  13.0003009  
49.5699999  13.0002974  13.0002974  
49.5799999  13.0002937  13.0002937  
49.5899999  13.0002901  13.0002901  
49.5999999  13.0002863  13.0002863  
49.6099999  13.0002824  13.0002824  
49.6199999  13.0002785  13.0002785  
49.6299999  13.0002745  13.0002745  
49.6399999  13.0002704  13.0002704  
49.6499999  13.0002663  13.0002663  
49.6599999  13.0002621  13.0002621  
49.6699999  13.0002578  13.0002578  
49.6799999  13.0002534  13.0002534  
49.6899999  13.0002490  13.0002490  
49.6999999  13.0002445  13.0002445  
49.7099999  13.0002399  13.0002399  
49.7199999  13.0002353  13.0002353  
49.7299999  13.0002306  13.0002306  
49.7399999  13.0002258  13.0002258  
49.7499999  13.0002210  13.0002210  
49.7599999  13.0002162  13.0002162  
49.7699999  13.0002113  13.0002113  
49.7799999  13.0002063  13.0002063  
49.7899999  13.0002013  13.0002013  
49.7999999  13.0001962  13.0001962  
49.8099999  13.0001911  13.0001911  
49.8199999  13.0001860  13.0001860  
49.8299999  13.0001808  13.0001808  
49.8399999  13.0001755  13.0001755  
49.8499999  13.0001702  13.0001702  
49.8599999  13.0001649  13.0001649  
49.8699999  13.0001596  13.0001596  
49.8799999  13.0001542  13.0001542  
49.8899999  13.0001488  13.0001488  
49.8999999  13.0001433  13.0001433  
49.9099999  13.0001378  13.0001378  
49.9199999  13.0001323  13.0001323  
49.9299999  13.0001268  13.0001268  
49.9399999  13.0001213  13.0001213  
49.9499999  13.0001157  13.0001157  
49.9599999  13.0001101  13.0001101  
49.9699999  13.0001045  13.0001045  
49.9799999  13.0000988  13.0000988  
49.9899999  13.0000932  13.0000932  
49.9999999  13.0000876  13.0000876  
50.0099999  13.0000819  13.0000819  
50.0199999  13.0000762  13.0000762  
50.0299999  13.0000705  13.0000705  
50.0399999  13.0000649  13.0000649  
50.0499999  13.0000592  13.0000592  
50.0599999  13.0000535  13.0000535  
50.0699999  13.0000478  13.0000478  
50.0799999  13.0000421  13.0000421  
50.0899999  13.0000365  13.0000365  
50.0999999  13.0000308  13.0000308  
50.1099999  13.0000251  13.0000251  
50.1199999  13.0000195  13.0000195  
50.1299999  13.0000138  13.0000138  
50.1399999  13.0000082  13.0000082  
50.1499999  13.0000026  13.0000026  
50.1599999  12.9999970  12.9999970  
50.1699999  12.9999914  12.9999914  
50.1799999  12.9999859  12.9999859  
50.1899999  12.9999804  12.9999804  
50.1999999  12.9999749  12.9999749  
50.2099999  12.9999694  12.9999694  
50.2199999  12.9999639  12.9999639  
50.2299999  12.9999585  12.9999585  
50.2399999  12.9999531  12.9999531  
50.2499999  12.9999477  12.9999477  
50.2599999  12.9999424  12.9999424  
50.2699999  12.9999371  12.9999371  
50.2799999  12.9999319  12.9999319  
50.2899999  12.9999267  12.9999267  
50.2999999  12.9999215  12.9999215  
50.3099999  12.9999163  12.9999163  
50.3199999  12.9999113  12.9999113  
50.3299999  12.9999062  12.9999062  
50.3399999  12.9999012  12.9999012  
50.3499999  12.9998963  12.9998963  
50.3599999  12.9998914  12.9998914  
50.3699999  12.9998865  12.9998865  
50.3799999  12.9998817  12.9998817  
50.3899999  12.9998770  12.9998770  
50.3999999  12.9998723  12.9998723  
50.4099999  12.9998676  12.9998676  
50.4199999  12.9998631  12.9998631  
50.4299999  12.9998585  12.9998585  
50.4399999  12.9998541  12.9998541  
50.4499999  12.9998497  12.9998497  
50.4599999  12.9998454  12.9998454  
50.4699999  12.9998411  12.9998411  
50.4799999  12.9998369  12.9998369  
50.4899999  12.9998327  12.9998327  
50.4999999  12.9998287  12.9998287  
50.5099999  12.9998247  12.9998247  
50.5199999  12.9998207  12.9998207  
50.5299999  12.9998169  12.9998169  
50.5399999  12.9998131  12.9998131  
50.5499999  12.9998093  12.9998093  
50.5599999  12.9998057  12.9998057  
50.5699999  12.9998021  12.9998021  
50.5799999  12.9997986  12.9997986  
50.5899999  12.9997952  12.9997952  
50.5999999  12.9997919  12.9997919  
50.6099999  12.9997886  12.9997886  
50.6199999  12.9997854  12.9997854  
50.6299999  12.9997823  12.9997823  
50.6399999  12.9997792  12.9997792  
50.6499999  12.9997763  12.9997763  
50.6599999  12.9997734  12.9997734  
50.6699999  12.9997706  12.9997706  
50.6799999  12.9997679  12.9997679  
50.6899999  12.9997653  12.9997653  
50.6999999  12.9997628  12.9997628  
50.7099999  12.9997603  12.9997603  
50.7199999  12.9997580  12.9997580  
50.7299999  12.9997557  12.9997557  
50.7399999  12.9997535  12.9997535  
50.7499999  12.9997514  12.9997514  
50.7599999  12.9997493  12.9997493  
50.7699999  12.9997474  12.9997474  
50.7799999  12.9997456  12.9997456  
50.7899999  12.9997438  12.9997438  
50.7999999  12.9997421  12.9997421  
50.8099999  12.9997405  12.9997405  
50.8199999  12.9997390  12.9997390  
50.8299999  12.9997376  12.9997376  
50.8399999  12.9997363  12.9997363  
50.8499999  12.9997351  12.9997351  
50.8599999  12.9997339  12.9997339  
50.8699999  12.9997329  12.9997329  
50.8799999  12.9997319  12.9997319  
50.8899999  12.9997311  12.9997311  
50.8999999  12.9997303  12.9997303  
50.9099999  12.9997296  12.9997296  
50.9199999  12.9997290  12.9997290  
50.9299999  12.9997284  12.9997284  
50.9399999  12.9997280  12.9997280  
50.9499999  12.9997277  12.9997277  
50.9599999  12.9997274  12.9997274  
50.9699999  12.9997273  12.9997273  
50.9799999  12.9997272  12.9997272  
50.9899999  12.9997272  12.9997272  
50.9999999  12.9997273  12.9997273  
51.0099999  12.9997275  12.9997275  
51.0199999  12.9997278  12.9997278  
51.0299999  12.9997281  12.9997281  
51.0399999  12.9997286  12.9997286  
51.0499999  12.9997291  12.9997291  
51.0599999  12.9997297  12.9997297  
51.0699999  12.9997304  12.9997304  
51.0799999  12.9997312  12.9997312  
51.0899999  12.9997321  12.9997321  
51.0999999  12.9997331  12.9997331  
51.1099999  12.9997341  12.9997341  
51.1199999  12.9997352  12.9997352  
51.1299999  12.9997364  12.9997364  
51.1399999  12.9997377  12.9997377  
51.1499999  12.9997391  12.9997391  
51.1599999  12.9997405  12.9997405  
51.1699999  12.9997420  12.9997420  
51.1799999  12.9997436  12.9997436  
51.1899999  12.9997453  12.9997453  
51.1999999  12.9997471  12.9997471  
51.2099999  12.9997489  12.9997489  
51.2199999  12.9997508  12.9997508  
51.2299999  12.9997528  12.9997528  
51.2399999  12.9997548  12.9997548  
51.2499999  12.9997569  12.9997569  
51.2599999  12.9997591  12.9997591  
51.2699999  12.9997614  12.9997614  
51.2799999  12.9997637  12.9997637  
51.2899999  12.9997661  12.9997661  
51.2999999  12.9997686  12.9997686  
51.3099999  12.9997712  12.9997712  
51.3199999  12.9997738  12.9997738  
51.3299999  12.9997764  12.9997764  
51.3399999  12.9997791  12.9997791  
51.3499999  12.9997819  12.9997819  
51.3599999  12.9997848  12.9997848  
51.3699999  12.9997877  12.9997877  
51.3799999  12.9997907  12.9997907  
51.3899999  12.9997937  12.9997937  
51.3999999  12.9997968  12.9997968  
51.4099999  12.9997999  12.9997999  
51.4199999  12.9998031  12.9998031  
51.4299999  12.9998064  12.9998064  
51.4399999  12.9998097  12.9998097  
51.4499999  12.9998130  12.9998130  
51.4599999  12.9998164  12.9998164  
51.4699999  12.9998199  12.9998199  
51.4799999  12.9998234  12.9998234  
51.4899999  12.9998269  12.9998269  
51.4999999  12.9998305  12.9998305  
51.5099999  12.9998341  12.9998341  
51.5199999  12.9998378  12.9998378  
51.5299999  12.9998415  12.9998415  
51.5399999  12.9998453  12.9998453  
51.5499999  12.9998490  12.9998490  
51.5599999  12.9998529  12.9998529  
51.5699999  12.9998567  12.9998567  
51.5799999  12.9998606  12.9998606  
51.5899999  12.9998645  12.9998645  
51.5999999  12.9998685  12.9998685  
51.6099999  12.9998725  12.9998725  
51.6199999  12.9998765  12.9998765  
51.6299999  12.9998805  12.9998805  
51.6399999  12.9998846  12.9998846  
51.6499999  12.9998887  12.9998887  
51.6599999  12.9998928  12.9998928  
51.6699999  12.9998969  12.9998969  
51.6799999  12.9999011  12.9999011  
51.6899999  12.9999052  12.9999052  
51.6999999  12.9999094  12.9999094  
51.7099999  12.9999136  12.9999136  
51.7199999  12.9999179  12.9999179  
51.7299999  12.9999221  12.9999221  
51.7399999  12.9999263  12.9999263  
51.7499999  12.9999306  12.9999306  
51.7599999  12.9999348  12.9999348  
51.7699999  12.9999391  12.9999391  
51.7799999  12.9999434  12.9999434  
51.7899999  12.9999477  12.9999477  
51.7999999  12.9999519  12.9999519  
51.8099999  12.9999562  12.9999562  
51.8199999  12.9999605  12.9999605  
51.8299999  12.9999648  12.9999648  
51.8399999  12.9999691  12.9999691  
51.8499999  12.9999733  12.9999733  
51.8599999  12.9999776  12.9999776  
51.8699999  12.9999819  12.9999819  
51.8799999  12.9999861  12.9999861  
51.8899999  12.9999904  12.9999904  
51.8999999  12.9999946  12.9999946  
51.9099999  12.9999988  12.9999988  
51.9199999  13.0000031  13.0000031  
51.9299999  13.0000072  13.0000072  
51.9399999  13.0000114  13.0000114  
51.9499999  13.0000156  13.0000156  
51.9599999  13.0000197  13.0000197  
51.9699999  13.0000239  13.0000239  
51.9799999  13.0000280  13.0000280  
51.9899999  13.0000321  13.0000321  
51.9999999  13.0000361  13.0000361  
52.0099999  13.0000401  13.0000401  
52.0199999  13.0000442  13.0000442  
52.0299999  13.0000481  13.0000481  
52.0399999  13.0000521  13.0000521  
52.0499999  13.0000560  13.0000560  
52.0599999  13.0000599  13.0000599  
52.0699999  13.0000638  13.0000638  
52.0799999  13.0000676  13.0000676  
52.0899999  13.0000714  13.0000714  
52.0999999  13.0000751  13.0000751  
52.1099999  13.0000789  13.0000789  
52.1199999  13.0000826  13.0000826  
52.1299999  13.0000862  13.0000862  
52.1399999  13.0000898  13.0000898  
52.1499999  13.0000934  13.0000934  
52.1599999  13.0000969  13.0000969  
52.1699999  13.0001004  13.0001004  
52.1799999  13.0001038  13.0001038  
52.1899999  13.0001072  13.0001072  
52.1999999  13.0001106  13.0001106  
52.2099999  13.0001139  13.0001139  
52.2199999  13.0001171  13.0001171  
52.2299999  13.0001203  13.0001203  
52.2399999  13.0001235  13.0001235  
52.2499999  13.0001266  13.0001266  
52.2599999  13.0001297  13.0001297  
52.2699999  13.0001327  13.0001327  
52.2799999  13.0001356  13.0001356  
52.2899999  13.0001385  13.0001385  
52.2999999  13.0001414  13.0001414  
52.3099999  13.0001442  13.0001442  
52.3199999  13.0001469  13.0001469  
52.3299999  13.0001496  13.0001496  
52.3399999  13.0001522  13.0001522  
52.3499999  13.0001548  13.0001548  
52.3599999  13.0001573  13.0001573  
52.3699999  13.0001597  13.0001597  
52.3799999  13.0001621  13.0001621  
52.3899999  13.0001645  13.0001645  
52.3999999  13.0001667  13.0001667  
52.4099999  13.0001689  13.0001689  
52.4199999  13.0001711  13.0001711  
52.4299999  13.0001732  13.0001732  
52.4399999  13.0001752  13.0001752  
52.4499999  13.0001772  13.0001772  
52.4599999  13.0001791  13.0001791  
52.4699999  13.0001809  13.0001809  
52.4799999  13.0001827  13.0001827  
52.4899999  13.0001844  13.0001844  
52.4999999  13.0001860  13.0001860  
52.5099999  13.0001876  13.0001876  
52.5199999  13.0001891  13.0001891  
52.5299999  13.0001905  13.0001905  
52.5399999  13.0001919  13.0001919  
52.5499999  13.0001932  13.0001932  
52.5599999  13.0001945  13.0001945  
52.5699999  13.0001957  13.0001957  
52.5799999  13.0001968  13.0001968  
52.5899999  13.0001978  13.0001978  
52.5999999  13.0001988  13.0001988  
52.6099999  13.0001997  13.0001997  
52.6199999  13.0002006  13.0002006  
52.6299999  13.0002013  13.0002013  
52.6399999  13.0002021  13.0002021  
52.6499999  13.0002027  13.0002027  
52.6599999  13.0002033  13.0002033  
52.6699999  13.0002038  13.0002038  
52.6799999  13.0002042  13.0002042  
52.6899999  13.0002046  13.0002046  
52.6999999  13.0002049  13.0002049  
52.7099999  13.0002052  13.0002052  
52.7199999  13.0002053  13.0002053  
52.7299999  13.0002054  13.0002054  
52.7399999  13.0002055  13.0002055  
52.7499999  13.0002055  13.0002055  
52.7599999  13.0002054  13.0002054  
52.7699999  13.0002052  13.0002052  
52.7799999  13.0002050  13.0002050  
52.7899999  13.0002047  13.0002047  
52.7999999  13.0002044  13.0002044  
52.8099999  13.0002039  13.0002039  
52.8199999  13.0002035  13.0002035  
52.8299999  13.0002029  13.0002029  
52.8399999  13.0002023  13.0002023  
52.8499999  13.0002016  13.0002016  
52.8599999  13.0002009  13.0002009  
52.8699999  13.0002001  13.0002001  
52.8799999  13.0001992  13.0001992  
52.8899999  13.0001983  13.0001983  
52.8999999  13.0001973  13.0001973  
52.9099999  13.0001963  13.0001963  
52.9199999  13.0001952  13.0001952  
52.9299999  13.0001940  13.0001940  
52.9399999  13.0001928  13.0001928  
52.9499999  13.0001916  13.0001916  
52.9599999  13.0001902  13.0001902  
52.9699999  13.0001888  13.0001888  
52.9799999  13.0001874  13.0001874  
52.9899999  13.0001859  13.0001859  
52.9999999  13.0001843  13.0001843  
53.0099999  13.0001827  13.0001827  
53.0199999  13.0001810  13.0001810  
53.0299999  13.0001793  13.0001793  
53.0399999  13.0001776  13.0001776  
53.0499999  13.0001757  13.0001757  
53.0599999  13.0001739  13.0001739  
53.0699999  13.0001719  13.0001719  
53.0799999  13.0001700  13.0001700  
53.0899999  13.0001680  13.0001680  
53.0999999  13.0001659  13.0001659  
53.1099999  13.0001638  13.0001638  
53.1199999  13.0001616  13.0001616  
53.1299999  13.0001594  13.0001594  
53.1399999  13.0001572  13.0001572  
53.1499999  13.0001549  13.0001549  
53.1599999  13.0001525  13.0001525  
53.1699999  13.0001502  13.0001502  
53.1799999  13.0001477  13.0001477  
53.1899999  13.0001453  13.0001453  
53.1999999  13.0001428  13.0001428  
53.2099999  13.0001403  13.0001403  
53.2199999  13.0001377  13.0001377  
53.2299999  13.0001351  13.0001351  
53.2399999  13.0001324  13.0001324  
53.2499999  13.0001298  13.0001298  
53.2599999  13.0001271  13.0001271  
53.2699999  13.0001243  13.0001243  
53.2799999  13.0001215  13.0001215  
53.2899999  13.0001187  13.0001187  
53.2999999  13.0001159  13.0001159  
53.3099999  13.0001131  13.0001131  
53.3199999  13.0001102  13.0001102  
53.3299999  13.0001073  13.0001073  
53.3399999  13.0001043  13.0001043  
53.3499999  13.0001014  13.0001014  
53.3599999  13.0000984  13.0000984  
53.3699999  13.0000954  13.0000954  
53.3799999  13.0000923  13.0000923  
53.3899999  13.0000893  13.0000893  
53.3999999  13.0000862  13.0000862  
53.4099999  13.0000831  13.0000831  
53.4199999  13.0000800  13.0000800  
53.4299999  13.0000769  13.0000769  
53.4399999  13.0000738  13.0000738  
53.4499999  13.0000706  13.0000706  
53.4599999  13.0000675  13.0000675  
53.4699999  13.0000643  13.0000643  
53.4799999  13.0000611  13.0000611  
53.4899999  13.0000579  13.0000579  
53.4999999  13.0000547  13.0000547  
53.5099999  13.0000515  13.0000515  
53.5199999  13.0000483  13.0000483  
53.5299999  13.0000451  13.0000451  
53.5399999  13.0000419  13.0000419  
53.5499999  13.0000387  13.0000387  
53.5599999  13.0000354  13.0000354  
53.5699999  13.0000322  13.0000322  
53.5799999  13.0000290  13.0000290  
53.5899999  13.0000258  13.0000258  
53.5999999  13.0000225  13.0000225  
53.6099999  13.0000193  13.0000193  
53.6199999  13.0000161  13.0000161  
53.6299999  13.0000129  13.0000129  
53.6399999  13.0000097  13.0000097  
53.6499999  13.0000065  13.0000065  
53.6599999  13.0000033  13.0000033  
53.6699999  13.0000001  13.0000001  
53.6799999  12.9999969  12.9999969  
53.6899999  12.9999938  12.9999938  
53.6999999  12.9999906  12.9999906  
53.7099999  12.9999875  12.9999875  
53.7199999  12.9999844  12.9999844  
53.7299999  12.9999813  12.9999813  
53.7399999  12.9999782  12.9999782  
53.7499999  12.9999751  12.9999751  
53.7599999  12.9999721  12.9999721  
53.7699999  12.9999690  12.9999690  
53.7799999  12.9999660  12.9999660  
53.7899999  12.9999630  12.9999630  
53.7999999  12.9999600  12.9999600  
53.8099999  12.9999571  12.9999571  
53.8199999  12.9999542  12.9999542  
53.8299999  12.9999512  12.9999512  
53.8399999  12.9999484  12.9999484  
53.8499999  12.9999455  12.9999455  
53.8599999  12.9999427  12.9999427  
53.8699999  12.9999399  12.9999399  
53.8799999  12.9999371  12.9999371  
53.8899999  12.9999344  12.9999344  
53.8999999  12.9999317  12.9999317  
53.9099999  12.9999290  12.9999290  
53.9199999  12.9999263  12.9999263  
53.9299999  12.9999237  12.9999237  
53.9399999  12.9999211  12.9999211  
53.9499999  12.9999186  12.9999186  
53.9599999  12.9999161  12.9999161  
53.9699999  12.9999136  12.9999136  
53.9799999  12.9999111  12.9999111  
53.9899999  12.9999087  12.9999087  
53.9999999  12.9999064  12.9999064  
54.0099999  12.9999040  12.9999040  
54.0199999  12.9999017  12.9999017  
54.0299999  12.9998995  12.9998995  
54.0399999  12.9998972  12.9998972  
54.0499999  12.9998951  12.9998951  
54.0599999  12.9998929  12.9998929  
54.0699999  12.9998908  12.9998908  
54.0799999  12.9998888  12.9998888  
54.0899999  12.9998868  12.9998868  
54.0999999  12.9998848  12.9998848  
54.1099999  12.9998829  12.9998829  
54.1199999  12.9998810  12.9998810  
54.1299999  12.9998792  12.9998792  
54.1399999  12.9998774  12.9998774  
54.1499999  12.9998756  12.9998756  
54.1599999  12.9998739  12.9998739  
54.1699999  12.9998723  12.9998723  
54.1799999  12.9998707  12.9998707  
54.1899999  12.9998691  12.9998691  
54.1999999  12.9998676  12.9998676  
54.2099999  12.9998661  12.9998661  
54.2199999  12.9998647  12.9998647  
54.2299999  12.9998633  12.9998633  
54.2399999  12.9998620  12.9998620  
54.2499999  12.9998607  12.9998607  
54.2599999  12.9998595  12.9998595  
54.2699999  12.9998583  12.9998583  
54.2799999  12.9998572  12.9998572  
54.2899999  12.9998561  12.9998561  
54.2999999  12.9998551  12.9998551  
54.3099999  12.9998541  12.9998541  
54.3199999  12.9998532  12.9998532  
54.3299999  12.9998523  12.9998523  
54.3399999  12.9998515  12.9998515  
54.3499999  12.9998507  12.9998507  
54.3599999  12.9998500  12.9998500  
54.3699999  12.9998493  12.9998493  
54.3799999  12.9998486  12.9998486  
54.3899999  12.9998481  12.9998481  
54.3999999  12.9998475  12.9998475  
54.4099999  12.9998471  12.9998471  
54.4199999  12.9998467  12.9998467  
54.4299999  12.9998463  12.9998463  
54.4399999  12.9998460  12.9998460  
54.4499999  12.9998457  12.9998457  
54.4599999  12.9998455  12.9998455  
54.4699999  12.9998453  12.9998453  
54.4799999  12.9998452  12.9998452  
54.4899999  12.9998451  12.9998451  
54.4999999  12.9998451  12.9998451  
54.5099999  12.9998451  12.9998451  
54.5199999  12.9998452  12.9998452  
54.5299999  12.9998453  12.9998453  
54.5399999  12.9998455  12.9998455  
54.5499999  12.9998457  12.9998457  
54.5599999  12.9998460  12.9998460  
54.5699999  12.9998463  12.9998463  
54.5799999  12.9998467  12.9998467  
54.5899999  12.9998471  12.9998471  
54.5999999  12.9998476  12.9998476  
54.6099999  12.9998481  12.9998481  
54.6199999  12.9998487  12.9998487  
54.6299999  12.9998493  12.9998493  
54.6399999  12.9998499  12.9998499  
54.6499999  12.9998506  12.9998506  
54.6599999  12.9998514  12.9998514  
54.6699999  12.9998522  12.9998522  
54.6799999  12.9998530  12.9998530  
54.6899999  12.9998539  12.9998539  
54.6999999  12.9998548  12.9998548  
54.7099999  12.9998558  12.9998558  
54.7199999  12.9998568  12.9998568  
54.7299999  12.9998579  12.9998579  
54.7399999  12.9998590  12.9998590  
54.7499999  12.9998601  12.9998601  
54.7599999  12.9998613  12.9998613  
54.7699999  12.9998625  12.9998625  
54.7799999  12.9998638  12.9998638  
54.7899999  12.9998651  12.9998651  
54.7999999  12.9998664  12.9998664  
54.8099999  12.9998678  12.9998678  
54.8199999  12.9998692  12.9998692  
54.8299999  12.9998707  12.9998707  
54.8399999  12.9998722  12.9998722  
54.8499999  12.9998737  12.9998737  
54.8599999  12.9998752  12.9998752  
54.8699999  12.9998768  12.9998768  
54.8799999  12.9998785  12.9998785  
54.8899999  12.9998802  12.9998802  
54.8999999  12.9998819  12.9998819  
54.9099999  12.9998836  12.9998836  
54.9199999  12.9998854  12.9998854  
54.9299999  12.9998871  12.9998871  
54.9399999  12.9998890  12.9998890  
54.9499999  12.9998908  12.9998908  
54.9599999  12.9998927  12.9998927  
54.9699999  12.9998946  12.9998946  
54.9799999  12.9998966  12.9998966  
54.9899999  12.9998985  12.9998985  
54.9999999  12.9999005  12.9999005  
55.0099999  12.9999026  12.9999026  
55.0199999  12.9999046  12.9999046  
55.0299999  12.9999067  12.9999067  
55.0399999  12.9999088  12.9999088  
55.0499999  12.9999109  12.9999109  
55.0599999  12.9999130  12.9999130  
55.0699999  12.9999152  12.9999152  
55.0799999  12.9999174  12.9999174  
55.0899999  12.9999196  12.9999196  
55.0999999  12.9999218  12.9999218  
55.1099999  12.9999240  12.9999240  
55.1199999  12.9999263  12.9999263  
55.1299999  12.9999285  12.9999285  
55.1399999  12.9999308  12.9999308  
55.1499999  12.9999331  12.9999331  
55.1599999  12.9999354  12.9999354  
55.1699999  12.9999378  12.9999378  
55.1799999  12.9999401  12.9999401  
55.1899999  12.9999425  12.9999425  
55.1999999  12.9999448  12.9999448  
55.2099999  12.9999472  12.9999472  
55.2199999  12.9999496  12.9999496  
55.2299999  12.9999520  12.9999520  
55.2399999  12.9999544  12.9999544  
55.2499999  12.9999568  12.9999568  
55.2599999  12.9999592  12.9999592  
55.2699999  12.9999616  12.9999616  
55.2799999  12.9999640  12.9999640  
55.2899999  12.9999664  12.9999664  
55.2999999  12.9999689  12.9999689  
55.3099999  12.9999713  12.9999713  
55.3199999  12.9999737  12.9999737  
55.3299999  12.9999762  12.9999762  
55.3399999  12.9999786  12.9999786  
55.3499999  12.9999810  12.9999810  
55.3599999  12.9999834  12.9999834  
55.3699999  12.9999859  12.9999859  
55.3799999  12.9999883  12.9999883  
55.3899999  12.9999907  12.9999907  
55.3999999  12.9999931  12.9999931  
55.4099999  12.9999955  12.9999955  
55.4199999  12.9999979  12.9999979  
55.4299999  13.0000003  13.0000003  
55.4399999  13.0000027  13.0000027  
55.4499999  13.0000051  13.0000051  
55.4599999  13.0000075  13.0000075  
55.4699999  13.0000098  13.0000098  
55.4799999  13.0000122  13.0000122  
55.4899999  13.0000145  13.0000145  
55.4999999  13.0000168  13.0000168  
55.5099999  13.0000192  13.0000192  
55.5199999  13.0000215  13.0000215  
55.5299999  13.0000237  13.0000237  
55.5399999  13.0000260  13.0000260  
55.5499999  13.0000283  13.0000283  
55.5599999  13.0000305  13.0000305  
55.5699999  13.0000327  13.0000327  
55.5799999  13.0000349  13.0000349  
55.5899999  13.0000371  13.0000371  
55.5999999  13.0000393  13.0000393  
55.6099999  13.0000414  13.0000414  
55.6199999  13.0000435  13.0000435  
55.6299999  13.0000457  13.0000457  
55.6399999  13.0000477  13.0000477  
55.6499999  13.0000498  13.0000498  
55.6599999  13.0000518  13.0000518  
55.6699999  13.0000538  13.0000538  
55.6799999  13.0000558  13.0000558  
55.6899999  13.0000578  13.0000578  
55.6999999  13.0000598  13.0000598  
55.7099999  13.0000617  13.0000617  
55.7199999  13.0000636  13.0000636  
55.7299999  13.0000654  13.0000654  
55.7399999  13.0000673  13.0000673  
55.7499999  13.0000691  13.0000691  
55.7599999  13.0000709  13.0000709  
55.7699999  13.0000726  13.0000726  
55.7799999  13.0000743  13.0000743  
55.7899999  13.0000760  13.0000760  
55.7999999  13.0000777  13.0000777  
55.8099999  13.0000793  13.0000793  
55.8199999  13.0000809  13.0000809  
55.8299999  13.0000825  13.0000825  
55.8399999  13.0000840  13.0000840  
55.8499999  13.0000855  13.0000855  
55.8599999  13.0000870  13.0000870  
55.8699999  13.0000885  13.0000885  
55.8799999  13.0000899  13.0000899  
55.8899999  13.0000913  13.0000913  
55.8999999  13.0000926  13.0000926  
55.9099999  13.0000939  13.0000939  
55.9199999  13.0000952  13.0000952  
55.9299999  13.0000964  13.0000964  
55.9399999  13.0000976  13.0000976  
55.9499999  13.0000988  13.0000988  
55.9599999  13.0000999  13.0000999  
55.9699999  13.0001010  13.0001010  
55.9799999  13.0001021  13.0001021  
55.9899999  13.0001031  13.0001031  
55.9999999  13.0001041  13.0001041  
56.0099999  13.0001051  13.0001051  
56.0199999  13.0001060  13.0001060  
56.0299999  13.0001069  13.0001069  
56.0399999  13.0001077  13.0001077  
56.0499999  13.0001085  13.0001085  
56.0599999  13.0001093  13.0001093  
56.0699999  13.0001100  13.0001100  
56.0799999  13.0001107  13.0001107  
56.0899999  13.0001114  13.0001114  
56.0999999  13.0001120  13.0001120  
56.1099999  13.0001125  13.0001125  
56.1199999  13.0001131  13.0001131  
56.1299999  13.0001136  13.0001136  
56.1399999  13.0001141  13.0001141  
56.1499999  13.0001145  13.0001145  
56.1599999  13.0001149  13.0001149  
56.1699999  13.0001152  13.0001152  
56.1799999  13.0001155  13.0001155  
56.1899999  13.0001158  13.0001158  
56.1999999  13.0001160  13.0001160  
56.2099999  13.0001162  13.0001162  
56.2199999  13.0001164  13.0001164  
56.2299999  13.0001165  13.0001165  
56.2399999  13.0001166  13.0001166  
56.2499999  13.0001166  13.0001166  
56.2599999  13.0001166  13.0001166  
56.2699999  13.0001166  13.0001166  
56.2799999  13.0001166  13.0001166  
56.2899999  13.0001164  13.0001164  
56.2999999  13.0001163  13.0001163  
56.3099999  13.0001161  13.0001161  
56.3199999  13.0001159  13.0001159  
56.3299999  13.0001157  13.0001157  
56.3399999  13.0001154  13.0001154  
56.3499999  13.0001150  13.0001150  
56.3599999  13.0001147  13.0001147  
56.3699999  13.0001143  13.0001143  
56.3799999  13.0001139  13.0001139  
56.3899999  13.0001134  13.0001134  
56.3999999  13.0001129  13.0001129  
56.4099999  13.0001124  13.0001124  
56.4199999  13.0001118  13.0001118  
56.4299999  13.0001112  13.0001112  
56.4399999  13.0001105  13.0001105  
56.4499999  13.0001099  13.0001099  
56.4599999  13.0001092  13.0001092  
56.4699999  13.0001084  13.0001084  
56.4799999  13.0001077  13.0001077  
56.4899999  13.0001068  13.0001068  
56.4999999  13.0001060  13.0001060  
56.5099999  13.0001051  13.0001051  
56.5199999  13.0001043  13.0001043  
56.5299999  13.0001033  13.0001033  
56.5399999  13.0001024  13.0001024  
56.5499999  13.0001014  13.0001014  
56.5599999  13.0001004  13.0001004  
56.5699999  13.0000993  13.0000993  
56.5799999  13.0000982  13.0000982  
56.5899999  13.0000971  13.0000971  
56.5999999  13.0000960  13.0000960  
56.6099999  13.0000948  13.0000948  
56.6199999  13.0000937  13.0000937  
56.6299999  13.0000924  13.0000924  
56.6399999  13.0000912  13.0000912  
56.6499999  13.0000900  13.0000900  
56.6599999  13.0000887  13.0000887  
56.6699999  13.0000874  13.0000874  
56.6799999  13.0000860  13.0000860  
56.6899999  13.0000847  13.0000847  
56.6999999  13.0000833  13.0000833  
56.7099999  13.0000819  13.0000819  
56.7199999  13.0000804  13.0000804  
