time        FAR         N           Wfuel       Tt          
8.96999999  0.03033761  10501.8753  34.4541519  3238.40379  
8.97999999  0.03033752  10501.8470  34.4537286  3238.39522  
8.98999999  0.03033743  10501.8189  34.4533090  3238.38675  
8.99999999  0.03033734  10501.7910  34.4528931  3238.37838  
9.00999999  0.03033725  10501.7632  34.4524809  3238.37012  
9.01999999  0.03033716  10501.7357  34.4520724  3238.36195  
9.02999999  0.03033707  10501.7083  34.4516676  3238.35389  
9.03999999  0.03033699  10501.6812  34.4512664  3238.34593  
9.04999999  0.03033690  10501.6542  34.4508689  3238.33806  
9.05999999  0.03033682  10501.6274  34.4504751  3238.33030  
9.06999999  0.03033674  10501.6008  34.4500848  3238.32263  
9.07999999  0.03033666  10501.5744  34.4496982  3238.31506  
9.08999999  0.03033658  10501.5482  34.4493152  3238.30759  
9.09999999  0.03033650  10501.5221  34.4489358  3238.30022  
9.10999999  0.03033643  10501.4963  34.4485599  3238.29294  
9.11999999  0.03033635  10501.4706  34.4481876  3238.28575  
9.12999999  0.03033628  10501.4451  34.4478188  3238.27866  
9.13999999  0.03033621  10501.4198  34.4474536  3238.27167  
9.14999999  0.03033614  10501.3947  34.4470919  3238.26477  
9.15999999  0.03033607  10501.3698  34.4467337  3238.25796  
9.16999999  0.03033600  10501.3450  34.4463790  3238.25125  
9.17999999  0.03033593  10501.3205  34.4460277  3238.24462  
9.18999999  0.03033586  10501.2961  34.4456799  3238.23809  
9.19999999  0.03033580  10501.2719  34.4453356  3238.23165  
9.20999999  0.03033574  10501.2479  34.4449947  3238.22530  
9.21999999  0.03033567  10501.2241  34.4446572  3238.21904  
9.22999999  0.03033561  10501.2005  34.4443232  3238.21287  
9.23999999  0.03033555  10501.1770  34.4439925  3238.20679  
9.24999999  0.03033549  10501.1538  34.4436652  3238.20079  
9.25999999  0.03033544  10501.1307  34.4433412  3238.19489  
9.26999999  0.03033538  10501.1078  34.4430206  3238.18906  
9.27999999  0.03033532  10501.0850  34.4427033  3238.18333  
9.28999999  0.03033527  10501.0625  34.4423893  3238.17768  
9.29999999  0.03033522  10501.0401  34.4420787  3238.17212  
9.30999999  0.03033516  10501.0179  34.4417713  3238.16664  
9.31999999  0.03033511  10500.9959  34.4414672  3238.16125  
9.32999999  0.03033506  10500.9741  34.4411663  3238.15594  
9.33999999  0.03033501  10500.9525  34.4408687  3238.15071  
9.34999999  0.03033497  10500.9310  34.4405743  3238.14556  
9.35999999  0.03033492  10500.9097  34.4402831  3238.14050  
9.36999999  0.03033488  10500.8886  34.4399951  3238.13552  
9.37999999  0.03033483  10500.8677  34.4397103  3238.13062  
9.38999999  0.03033479  10500.8469  34.4394286  3238.12580  
9.39999999  0.03033475  10500.8263  34.4391501  3238.12105  
9.40999999  0.03033470  10500.8059  34.4388747  3238.11639  
9.41999999  0.03033466  10500.7857  34.4386024  3238.11181  
9.42999999  0.03033462  10500.7656  34.4383333  3238.10730  
9.43999999  0.03033459  10500.7457  34.4380672  3238.10287  
9.44999999  0.03033455  10500.7260  34.4378041  3238.09852  
9.45999999  0.03033451  10500.7064  34.4375442  3238.09424  
9.46999999  0.03033448  10500.6871  34.4372872  3238.09004  
9.47999999  0.03033444  10500.6679  34.4370333  3238.08591  
9.48999999  0.03033441  10500.6488  34.4367824  3238.08186  
9.49999999  0.03033438  10500.6300  34.4365344  3238.07789  
9.50999999  0.03033435  10500.6113  34.4362894  3238.07398  
9.51999999  0.03033431  10500.5928  34.4360474  3238.07015  
9.52999999  0.03033429  10500.5744  34.4358083  3238.06639  
9.53999999  0.03033426  10500.5562  34.4355722  3238.06270  
9.54999999  0.03033423  10500.5382  34.4353389  3238.05909  
9.55999999  0.03033420  10500.5203  34.4351086  3238.05554  
9.56999999  0.03033418  10500.5027  34.4348811  3238.05207  
9.57999999  0.03033415  10500.4851  34.4346564  3238.04866  
9.58999999  0.03033413  10500.4678  34.4344346  3238.04533  
9.59999999  0.03033410  10500.4506  34.4342156  3238.04206  
9.60999999  0.03033408  10500.4336  34.4339995  3238.03886  
9.61999999  0.03033406  10500.4167  34.4337861  3238.03572  
9.62999999  0.03033404  10500.4000  34.4335755  3238.03266  
9.63999999  0.03033402  10500.3835  34.4333676  3238.02966  
9.64999999  0.03033400  10500.3671  34.4331625  3238.02672  
9.65999999  0.03033398  10500.3509  34.4329601  3238.02385  
9.66999999  0.03033396  10500.3348  34.4327605  3238.02105  
9.67999999  0.03033395  10500.3189  34.4325635  3238.01831  
9.68999999  0.03033393  10500.3031  34.4323692  3238.01563  
9.69999999  0.03033391  10500.2876  34.4321775  3238.01302  
9.70999999  0.03033390  10500.2721  34.4319885  3238.01047  
9.71999999  0.03033389  10500.2569  34.4318021  3238.00798  
9.72999999  0.03033387  10500.2417  34.4316184  3238.00555  
9.73999999  0.03033386  10500.2268  34.4314372  3238.00318  
9.74999999  0.03033385  10500.2120  34.4312586  3238.00088  
9.75999999  0.03033384  10500.1973  34.4310825  3237.99863  
9.76999999  0.03033383  10500.1828  34.4309090  3237.99644  
9.77999999  0.03033382  10500.1685  34.4307381  3237.99431  
9.78999999  0.03033381  10500.1543  34.4305696  3237.99224  
9.79999999  0.03033380  10500.1402  34.4304036  3237.99023  
9.80999999  0.03033380  10500.1263  34.4302401  3237.98828  
9.81999999  0.03033379  10500.1126  34.4300791  3237.98638  
9.82999999  0.03033379  10500.0990  34.4299205  3237.98454  
9.83999999  0.03033378  10500.0855  34.4297643  3237.98275  
9.84999999  0.03033378  10500.0722  34.4296106  3237.98102  
9.85999999  0.03033377  10500.0591  34.4294592  3237.97934  
9.86999999  0.03033377  10500.0461  34.4293102  3237.97772  
9.87999999  0.03033377  10500.0332  34.4291636  3237.97615  
9.88999999  0.03033377  10500.0205  34.4290194  3237.97464  
9.89999999  0.03033377  10500.0079  34.4288774  3237.97318  
9.90999999  0.03033376  10499.9955  34.4287378  3237.97177  
9.91999999  0.03033376  10499.9832  34.4286005  3237.97041  
9.92999999  0.03033377  10499.9710  34.4284654  3237.96910  
9.93999999  0.03033377  10499.9590  34.4283326  3237.96785  
9.94999999  0.03033377  10499.9471  34.4282021  3237.96664  
9.95999999  0.03033377  10499.9354  34.4280738  3237.96549  
9.96999999  0.03033378  10499.9238  34.4279477  3237.96438  
9.97999999  0.03033378  10499.9123  34.4278238  3237.96332  
9.98999999  0.03033378  10499.9010  34.4277021  3237.96231  
9.99999999  0.03033379  10499.8898  34.4275826  3237.96135  
10.0099999  0.03033379  10499.8788  34.4274652  3237.96044  
